,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
245,CellCandidateHeuristic.SIMILARITY,,1,245,1299,5,0,0.07472851996506183
246,CellCandidateHeuristic.SIMILARITY,,1,246,1308,5,0,0.06379018210603823
247,CellCandidateHeuristic.SIMILARITY,,1,247,1314,5,0,0.05511381798705653
248,CellCandidateHeuristic.SIMILARITY,,1,248,1320,5,0,0.04677813389992133
249,CellCandidateHeuristic.SIMILARITY,,1,249,1328,5,0,0.03826260756960903
250,CellCandidateHeuristic.SIMILARITY,,1,250,1334,5,0,0.034186490294522386
251,CellCandidateHeuristic.SIMILARITY,,1,251,1339,5,0,0.03062045611202104
252,CellCandidateHeuristic.SIMILARITY,,1,252,1349,5,0,0.024689024698266532
253,CellCandidateHeuristic.SIMILARITY,,1,253,1355,5,0,0.021566485902313963
254,CellCandidateHeuristic.SIMILARITY,,1,254,1362,5,0,0.018530530397911776
255,CellCandidateHeuristic.SIMILARITY,,1,255,1369,5,0,0.01563636686064719
256,CellCandidateHeuristic.SIMILARITY,,1,256,1378,5,0,0.0127775478596863
257,CellCandidateHeuristic.SIMILARITY,,1,257,1383,5,0,0.011317427362811312
258,CellCandidateHeuristic.SIMILARITY,,1,258,1387,5,0,0.01038335872369536
259,CellCandidateHeuristic.SIMILARITY,,1,259,1393,5,0,0.009113930204055149
260,CellCandidateHeuristic.SIMILARITY,,1,260,1399,5,0,0.008008546041307012
261,CellCandidateHeuristic.SIMILARITY,,1,261,1405,5,0,0.0068021113772992
262,CellCandidateHeuristic.SIMILARITY,,1,262,1412,5,0,0.005728232819161351
263,CellCandidateHeuristic.SIMILARITY,,1,263,1418,5,0,0.0049965358808990185
264,CellCandidateHeuristic.SIMILARITY,,1,264,1426,5,0,0.004252423023466662
265,CellCandidateHeuristic.SIMILARITY,,1,265,1434,5,0,0.0036166403081966513
266,CellCandidateHeuristic.SIMILARITY,,1,266,1439,5,0,0.003260233163588502
267,CellCandidateHeuristic.SIMILARITY,,1,267,1446,5,0,0.0027923473664715676
268,CellCandidateHeuristic.SIMILARITY,,1,268,1453,5,0,0.0022918290286689756
269,CellCandidateHeuristic.SIMILARITY,,1,269,1459,5,0,0.001956211258843845
270,CellCandidateHeuristic.SIMILARITY,,1,270,1465,5,0,0.0017108605645200928
271,CellCandidateHeuristic.SIMILARITY,,1,271,1471,5,0,0.0014454660377758828
272,CellCandidateHeuristic.SIMILARITY,,1,272,1478,5,0,0.001210759460551931
273,CellCandidateHeuristic.SIMILARITY,,1,273,1483,5,0,0.001091553289874322
274,CellCandidateHeuristic.SIMILARITY,,1,274,1490,5,0,0.0009589514916604327
275,CellCandidateHeuristic.SIMILARITY,,1,275,1497,5,0,0.0007899352848226994
276,CellCandidateHeuristic.SIMILARITY,,1,276,1502,5,0,0.0006737395228016882
277,CellCandidateHeuristic.SIMILARITY,,1,277,1507,5,0,0.000591896213347449
278,CellCandidateHeuristic.SIMILARITY,,1,278,1512,5,0,0.0005243308180227844
279,CellCandidateHeuristic.SIMILARITY,,1,279,1518,5,0,0.0004527548122864397
280,CellCandidateHeuristic.SIMILARITY,,1,280,1521,5,0,0.0004210815029069384
281,CellCandidateHeuristic.SIMILARITY,,1,281,1526,5,0,0.0003930345341622224
282,CellCandidateHeuristic.SIMILARITY,,1,282,1530,5,0,0.0003683401110291638
283,CellCandidateHeuristic.SIMILARITY,,1,283,1535,5,0,0.00035709287890883746
284,CellCandidateHeuristic.SIMILARITY,,1,284,1541,5,0,0.0003528696066348446
285,CellCandidateHeuristic.SIMILARITY,,1,285,1546,5,0,0.00033145124056171315
286,CellCandidateHeuristic.SIMILARITY,,1,286,1549,5,0,0.0003277673753006845
